Textbox12
From: 5/3/2020 4:30:00 PM  To:  5/4/2020 12:30:00 AM

IncidentDate,Location,Latitude1,Longitude1,IncidentTypeDescription1
5/3/2020 6:29:08 PM,641 ALBANY DR,36.20812548,-86.59773965,SICK PERSON: ALTERED LEVEL OF CONSCIOUSNESS
5/3/2020 6:29:48 PM,1509 17TH AV S,36.13894786,-86.79543267,ELECTRICAL HAZARD
5/3/2020 6:30:16 PM,553 HARDING PL,36.07700501,-86.73928064,ELECTRICAL HAZARD
5/3/2020 6:30:25 PM,2215 29TH AV S,36.12942918,-86.81394058,SMALL OUTSIDE FIRE
5/3/2020 6:31:35 PM,4400 BELMONT PARK TER,36.09935123,-86.80304729,ELECTRICAL HAZARD
5/3/2020 6:32:03 PM,5041 DOVECOTE DR,36.06901220,-86.76671729,ELECTRICAL HAZARD
5/3/2020 6:32:07 PM,207 MISTY CAPE CV,36.16177134,-86.59197412,ELECTRICAL HAZARD
5/3/2020 6:33:18 PM,HART ST / LEWIS ST,36.14223394,-86.75900937,UNCONFIRMED ENTRAPMENT SMALL BUILDING
5/3/2020 6:33:37 PM,4568 RACCOON TRL,36.19225939,-86.57746871,ELECTRICAL HAZARD
5/3/2020 6:34:51 PM,3417 LEBANON PKE,36.18872722,-86.62718271,ELECTRICAL HAZARD
5/3/2020 6:34:58 PM,5111 HARDING PL,36.08988611,-86.68710717,BACKUP STATION
5/3/2020 6:35:07 PM,1316 TULIP GROVE RD,36.17497254,-86.59562880,GENERAL ALARM APARTMENT
5/3/2020 6:35:07 PM,1316 TULIP GROVE RD,36.17497254,-86.59562880,GENERAL ALARM APARTMENT
5/3/2020 6:35:17 PM,MASSMAN DR / GLASTONBURY RD,36.13364812,-86.70239417,ELECTRICAL HAZARD
5/3/2020 6:35:17 PM,MASSMAN DR / GLASTONBURY RD,36.13364812,-86.70239417,ELECTRICAL HAZARD
5/3/2020 6:35:25 PM,105 LEXINGTON CT,36.10214738,-86.83356169,ELECTRICAL HAZARD
5/3/2020 6:35:25 PM,105 LEXINGTON CT,36.10214738,-86.83356169,ELECTRICAL HAZARD
5/3/2020 6:36:26 PM,3930 PLANTATION DR,36.20115212,-86.62830849,ELECTRICAL HAZARD
5/3/2020 6:36:27 PM,1722 CAMPBELL RD,36.31016882,-86.77429812,ENTRAPMENT / TRAPPED
5/3/2020 6:36:57 PM,608 ROCHELLE DR,36.06250923,-86.76314031,ELECTRICAL HAZARD
5/3/2020 6:36:58 PM,505 BISMARK DR,36.15688999,-86.69775371,ABNORMAL BREATHING
5/3/2020 6:37:25 PM,522 STARLINER DR,36.14740595,-86.88312218,ELECTRICAL HAZARD
5/3/2020 6:37:57 PM,2531 GLENROSE AV,36.11812849,-86.72850641,GENERAL ALARM APARTMENT
5/3/2020 6:39:21 PM,916 W EASTLAND AV,36.18491818,-86.75654184,ELECTRICAL HAZARD
5/3/2020 6:39:26 PM,BARNES RD / CEDARMONT DR,36.03243983,-86.70816764,ELECTRICAL HAZARD
5/3/2020 6:39:44 PM,905 KABLE CIR,36.01945863,-86.72442201,CITIZEN ASSIST
5/3/2020 6:40:20 PM,5655 FRIST BLVD,36.17576892,-86.60775527,CRITICAL TRANSFER
5/3/2020 6:40:40 PM,303 50TH AV N,36.14889722,-86.84737449,ELECTRICAL HAZARD
5/3/2020 6:42:09 PM,11 MUSIC CIR N,36.15041144,-86.79089155,ELECTRICAL HAZARD
5/3/2020 6:42:10 PM,12TH AV S / SWEETBRIAR AV,36.12406036,-86.78974362,ELECTRICAL HAZARD
5/3/2020 6:43:01 PM,2112 19TH AV S,36.13109244,-86.79842885,ELECTRICAL HAZARD
5/3/2020 6:43:38 PM,845 OTTER CREEK RD,36.06239453,-86.78145556,ELECTRICAL HAZARD
5/3/2020 6:43:53 PM,236 BLACKMAN RD,36.07453249,-86.73656573,ELECTRICAL HAZARD
5/3/2020 6:44:12 PM,718 TEMPLETON DR,36.12568303,-86.88766095,ELECTRICAL HAZARD
5/3/2020 6:44:27 PM,4491 CHANDLER RD,36.19580073,-86.59796489,ELECTRICAL HAZARD
5/3/2020 6:44:52 PM,271 HOLT HILLS RD,36.02690786,-86.72511484,ELECTRICAL HAZARD
5/3/2020 6:45:17 PM,3035 HAMILTON CHURCH RD,36.06107822,-86.62847289,POSSIBLY DANGEROUS HEMORRHAGE TRAUMA
5/3/2020 6:46:01 PM,2711 BELMONT BLVD,36.12285003,-86.79503095,ELECTRICAL HAZARD
5/3/2020 6:47:35 PM,1402 17TH AV S,36.14056540,-86.79467545,ELECTRICAL HAZARD
5/3/2020 6:47:50 PM,433 CEDARVIEW DR,36.04207874,-86.70405004,ELECTRICAL HAZARD
5/3/2020 6:48:16 PM,3221 LAKELAND DR,36.15571405,-86.64196304,ELECTRICAL HAZARD
5/3/2020 6:48:23 PM,COPPERFIELD CT / CLOVERLAND DR,36.03114183,-86.75141477,ELECTRICAL HAZARD
5/3/2020 6:48:50 PM,LEWIS RD / GRIFFITH RD,36.04216116,-86.99015475,ELECTRICAL HAZARD
5/3/2020 6:50:18 PM,2560 SOMERSET DR,36.08435851,-86.63276563,ELECTRICAL HAZARD
5/3/2020 6:50:27 PM,3441 BENHAM AV,36.11663403,-86.80744553,ELECTRICAL HAZARD
5/3/2020 6:50:28 PM,122 KEYWAY DR,36.10217910,-86.87394785,ELECTRICAL HAZARD
5/3/2020 6:51:23 PM,1201 STOCKELL ST,36.19228217,-86.76817964,ELECTRICAL HAZARD
5/3/2020 6:51:35 PM,1253 BRENTWOOD HIGHLANDS DR,36.03489009,-86.71663341,ELECTRICAL HAZARD
5/3/2020 6:51:41 PM,213 FOXWOOD LN,36.15972357,-86.71109844,WATER PROBLEM WITH ELECTRICAL HAZARD
5/3/2020 6:51:54 PM,1228 JOSEPH AV,36.19376023,-86.77148387,ELECTRICAL HAZARD
5/3/2020 6:52:13 PM,50 VAUGHNS GAP RD,36.08428648,-86.88525871,ELECTRICAL HAZARD
5/3/2020 6:53:07 PM,7931 MCCRORY LN,36.08732888,-87.02831014,ELECTRICAL HAZARD
5/3/2020 6:53:43 PM,CRAIGHEAD AV / PEACH BLOSSOM SQ,36.13047520,-86.82731913,ELECTRICAL HAZARD
5/3/2020 6:54:06 PM,601 BROOKS MILL CIR,36.16881631,-86.61339993,OUTSIDE NATURAL GAS ODOR RESIDENTIAL LINE   TANK LESS 5 GALL
5/3/2020 6:54:52 PM,5806 VINE RIDGE DR,36.13283676,-86.86429356,ELECTRICAL HAZARD
5/3/2020 6:55:20 PM,5600 COUNTRY DR,36.04748446,-86.70771517,ELECTRICAL HAZARD
5/3/2020 6:55:28 PM,3716 BAKERTOWN RD,36.07622645,-86.69240571,ELECTRICAL HAZARD
5/3/2020 6:55:45 PM,1018 N 7TH ST,36.18953441,-86.76012754,ELECTRICAL HAZARD
5/3/2020 6:55:54 PM,6008 JOCELYN HOLLOW RD,36.11531872,-86.87147511,ELECTRICAL HAZARD
5/3/2020 6:56:24 PM,7216 BELLE CHASSE DR,36.05846776,-86.96823569,ELECTRICAL HAZARD
5/3/2020 6:56:57 PM,MURFREESBORO PKE / FOREST VIEW DR,36.06742119,-86.63125377,DIFFICULTY SPEAKING BETWEEN BREATHS ASTHMA
5/3/2020 6:57:08 PM,2808 WESTWOOD AV,36.12748006,-86.81322071,HOUSE NATURAL GAS ODOR
5/3/2020 6:57:23 PM,184 TUSCULUM RD,36.05501383,-86.69493086,UNKNOWN STATUS:
5/3/2020 6:58:37 PM,3216 BLUEWATER TRC,36.07951376,-86.61622406,ELECTRICAL HAZARD
5/3/2020 6:58:58 PM,3715 FAULKNER DR,36.07746125,-86.71174296,FD REQUEST FROM DISPATCH
5/3/2020 6:59:47 PM,729 JOSEPH AV,36.18401207,-86.77225880,ELECTRICAL HAZARD
5/3/2020 6:59:56 PM,1445 ANTIOCH PKE,36.08071677,-86.68660445,CHEST PAIN - NOT ALERT
5/3/2020 7:01:20 PM,3053 BRICK CHURCH PKE,36.23183952,-86.78025971,OVERDOSE - INTENTIONAL NO PRIORITY SYMPTOMS
5/3/2020 7:02:44 PM,621 GIBSON DR,36.25761517,-86.71916202,ELECTRICAL HAZARD
5/3/2020 7:02:56 PM,512 RADNOR ST,36.10545588,-86.74587787,ELECTRICAL HAZARD
5/3/2020 7:03:45 PM,474 FRANKLIN LIMESTONE RD,36.08582635,-86.66415017,ELECTRICAL HAZARD
5/3/2020 7:03:49 PM,408 HICKORY WOODS CT,36.02756727,-86.58385973,ELECTRICAL HAZARD
5/3/2020 7:04:43 PM,320 OLD HICKORY BLVD,36.08837003,-86.91759571,DIFFICULTY SPEAKING BETWEEN BREATHS COPD
5/3/2020 7:04:48 PM,1025 OVERTON LEA RD,36.07635321,-86.79483456,ELECTRICAL HAZARD
5/3/2020 7:04:59 PM,87 DONELSON ST,36.15086752,-86.75496512,ELECTRICAL HAZARD
5/3/2020 7:05:25 PM,2429 CROCKER SPRINGS RD,36.31791415,-86.81329472,SICK PERSON: ABNORMAL BREATHING
5/3/2020 7:05:47 PM,4424 S TRACE BLVD,36.22160565,-86.62907332,ELECTRICAL HAZARD
5/3/2020 7:05:59 PM,412 ASHEFORD CT,36.04202641,-86.62518762,ELECTRICAL HAZARD
5/3/2020 7:06:14 PM,501 BRICK CHURCH PARK DR,36.22512326,-86.78658612,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 7:07:04 PM,3143 HUNTERS HILL RD,36.17805002,-86.66957217,ELECTRICAL HAZARD
5/3/2020 7:07:08 PM,4817 JASON DR,36.07256648,-86.66779856,ELECTRICAL HAZARD
5/3/2020 7:07:11 PM,1310 24TH AV S,36.14208388,-86.80394548,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 7:07:17 PM,MURFREESBORO PKE / MT VIEW RD,36.05432377,-86.61873388,ELECTRICAL HAZARD
5/3/2020 7:07:49 PM,97 WHITE BRIDGE PKE,36.13100078,-86.85823222,ELECTRICAL HAZARD
5/3/2020 7:08:45 PM,521 ST PAUL DR,36.21072219,-86.59330952,ELECTRICAL HAZARD
5/3/2020 7:08:48 PM,500 WEDGEWOOD AV,36.13289663,-86.76502867,ABNORMAL BREATHING
5/3/2020 7:09:13 PM,5825 CROSSINGS BLVD ,36.03631921,-86.64100880,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 7:09:47 PM,5529 CLARKSVILLE PKE,36.28041586,-86.87633364,SICK PERSON: NOT ALERT
5/3/2020 7:10:09 PM,1202 KELLER AV,36.20321831,-86.73450525,ELECTRICAL HAZARD
5/3/2020 7:10:10 PM,1521 ARTHUR AV ,36.17596799,-86.79954359,GENERAL ALARM HOUSE
5/3/2020 7:10:29 PM,4821 LINDELL ST,36.23222583,-86.72811366,OVERDOSE NOT ALERT - ACCIDENTAL
5/3/2020 7:10:34 PM,5021 DOVECOTE DR,36.07050253,-86.76640382,ELECTRICAL HAZARD
5/3/2020 7:10:44 PM,FREDRICKSBURG DR / TYNE BLVD,36.07211222,-86.82593328,ELECTRICAL HAZARD
5/3/2020 7:11:01 PM,918 KIRKWOOD AV,36.12039363,-86.78401833,ELECTRICAL HAZARD
5/3/2020 7:11:09 PM,7446 RIVER ROAD PKE,36.14961881,-86.95775983,ELECTRICAL HAZARD
5/3/2020 7:11:24 PM,4230 FRANKLIN PKE,36.09466346,-86.77084037,ELECTRICAL HAZARD
5/3/2020 7:12:16 PM,4844 BARCLAY SQUARE DR,36.07150900,-86.66585490,ELECTRICAL HAZARD
5/3/2020 7:12:20 PM,BUFFALO RD / FIRE TOWER RD,36.11519095,-86.96625370,ELECTRICAL HAZARD
5/3/2020 7:12:30 PM,6572 MARAUDER DR,36.14320924,-86.88606283,ELECTRICAL HAZARD
5/3/2020 7:13:34 PM,850 RICHARDS RD,36.06989646,-86.68067081,ELECTRICAL HAZARD
5/3/2020 7:15:53 PM,3114 WINDEMERE CIR,36.18131273,-86.67595476,ELECTRICAL HAZARD
5/3/2020 7:16:05 PM,213 BELINDA DR,36.20397100,-86.61155985,ELECTRICAL HAZARD
5/3/2020 7:16:05 PM,213 BELINDA DR,36.20397100,-86.61155985,ELECTRICAL HAZARD
5/3/2020 7:16:06 PM,915 WESTVIEW AV,36.08923635,-86.85306817,CARBON MONOXIDE ALARM HOUSE
5/3/2020 7:17:29 PM,8166 HIGHWAY 70 S,36.08806898,-86.97313757,ELECTRICAL HAZARD
5/3/2020 7:17:49 PM,2745 LEBANON PKE,36.16749915,-86.66412887,CHEST PAIN - BREATHING NORMALLY >35 YEARS
5/3/2020 7:17:53 PM,2284 MURFREESBORO PKE,36.08840541,-86.64748049,WATERFLOW ALARM COMMERCIAL COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 7:18:24 PM,3625 FLORAL DR,36.09588388,-86.73472683,ELECTRICAL HAZARD
5/3/2020 7:19:27 PM,1601 RIVERWOOD DR,36.21477735,-86.70947719,ELECTRICAL HAZARD
5/3/2020 7:19:34 PM,6555 JOCELYN HOLLOW RD,36.10165341,-86.90309408,ELECTRICAL HAZARD
5/3/2020 7:20:20 PM,209 WAUFORD DR,36.07501663,-86.73896656,ELECTRICAL HAZARD
5/3/2020 7:20:21 PM,1713 6TH AV N,36.18232551,-86.79440360,ELECTRICAL HAZARD
5/3/2020 7:20:30 PM,ASBURY LN / WESLEY CT,36.20621089,-86.60796128,ELECTRICAL HAZARD
5/3/2020 7:21:18 PM,728 S 7TH ST,36.16612548,-86.75725658,ABDOMINAL PAIN
5/3/2020 7:21:22 PM,5002 LEWISDALE CT,36.06568493,-86.72432594,ELECTRICAL HAZARD
5/3/2020 7:21:30 PM,2504 SLEEPY HOLLOW DR,36.08178566,-86.64196168,ELECTRICAL HAZARD
5/3/2020 7:22:16 PM,5249 RICE RD,36.06584127,-86.63841515,ELECTRICAL HAZARD - WIRES DOWN
5/3/2020 7:24:05 PM,SMITH SPRINGS RD / BELL RD,36.09034493,-86.62650205,ELECTRICAL HAZARD
5/3/2020 7:24:11 PM,2152 BYRUM AV,36.13444853,-86.76325790,ELECTRICAL HAZARD
5/3/2020 7:24:28 PM,RICHARDS RD / LORI DR,36.06872842,-86.67814889,ELECTRICAL HAZARD
5/3/2020 7:24:59 PM,2640 PULLEY RD,36.12228291,-86.63476951,ELECTRICAL HAZARD
5/3/2020 7:25:29 PM,4837 BRICK CHURCH PKE,36.31297903,-86.77772234,ELECTRICAL HAZARD
5/3/2020 7:25:36 PM,1003 HICKORY HILL LN ,36.18873495,-86.63039336,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 7:25:41 PM,1522 KIRKWOOD AV,36.12145504,-86.79370377,ELECTRICAL HAZARD
5/3/2020 7:25:58 PM,20 N HILL ST,36.14534545,-86.76126269,ELECTRICAL HAZARD
5/3/2020 7:26:10 PM,878 FOREST ACRES CT,36.05929812,-86.78062894,ELECTRICAL HAZARD
5/3/2020 7:26:34 PM,400 DR MARTIN L KING JR BLVD,36.16643031,-86.78151647,CHEST PAIN - ABNORMAL BREATHING
5/3/2020 7:27:11 PM,644 DES MOINES DR,36.20787532,-86.60359361,ELECTRICAL HAZARD
5/3/2020 7:27:50 PM,3100 WINGATE AV,36.10471850,-86.73443097,ELECTRICAL HAZARD
5/3/2020 7:28:21 PM,518 DEBBIE DR,36.21072604,-86.58580226,ELECTRICAL HAZARD
5/3/2020 7:30:17 PM,144 SAXON MIST DR,36.09626168,-86.60781336,ELECTRICAL HAZARD
5/3/2020 7:31:14 PM,522 COPPERFIELD WAY,36.03782967,-86.74913429,ABNORMAL BREATHING ASTHMA
5/3/2020 7:32:30 PM,5584 MT VIEW RD,36.04333533,-86.63137233,MVA INJURIES:
5/3/2020 7:33:37 PM,860 MURFREESBORO PKE,36.13598752,-86.72145843,SMOKE DETECTOR ALARM APARTMENT
5/3/2020 7:34:05 PM,1968 BAKERS GROVE RD,36.11270744,-86.56815957,ELECTRICAL HAZARD
5/3/2020 7:35:04 PM,5000 MOUNTAIN SPRINGS RD,36.04447915,-86.61047290,OVERDOSE - UNKNOWN STATUS
5/3/2020 7:35:08 PM,2501 DAVID DR,36.16132206,-86.67475496,DIZZINESS / VERTIGO
5/3/2020 7:37:26 PM,207 WILSON BLVD S,36.12900656,-86.83404996,ELECTRICAL HAZARD
5/3/2020 7:37:36 PM,64 JAY ST,36.11893935,-86.73622264,ELECTRICAL HAZARD
5/3/2020 7:38:22 PM,5335 WEBER RD,36.19446009,-86.61172856,ELECTRICAL HAZARD
5/3/2020 7:38:39 PM,926 S DOUGLAS AV,36.13052783,-86.78382251,ELECTRICAL HAZARD
5/3/2020 7:39:53 PM,2941 LEBANON PKE ,36.17083180,-86.65258248,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 7:40:28 PM,3300 WEST END AV,36.14117907,-86.81822138,ELECTRICAL HAZARD
5/3/2020 7:40:42 PM,LONE OAK RD / OVERHILL DR,36.09809983,-86.80966329,ELECTRICAL HAZARD
5/3/2020 7:41:16 PM,3718 BRIGHTON RD,36.12652709,-86.83069172,ELECTRICAL HAZARD
5/3/2020 7:41:56 PM,1910 COUNTY HOSPITAL RD,36.19325269,-86.83367527,OTHER PAIN
5/3/2020 7:42:19 PM,8128 LUREE LN,36.19623382,-86.61526385,ELECTRICAL HAZARD
5/3/2020 7:42:27 PM,184 ANTIOCH PKE,36.10125580,-86.73189208,ELECTRICAL HAZARD - WIRES DOWN
5/3/2020 7:43:31 PM,717 RIVERCREST PASS,36.17200415,-86.65320348,OUTSIDE NATURAL GAS LEAK RESIDENTIAL LINR   TANK LESS 5 GALL
5/3/2020 7:43:35 PM,2808 10TH AV S,36.12138780,-86.78633190,ELECTRICAL HAZARD
5/3/2020 7:43:52 PM,4008 COLORADO AV,36.14213436,-86.83378071,ELECTRICAL HAZARD
5/3/2020 7:44:25 PM,3106 CLOVERWOOD DR,36.15704392,-86.65176700,ELECTRICAL HAZARD
5/3/2020 7:44:25 PM,3106 CLOVERWOOD DR,36.15704392,-86.65176700,ELECTRICAL HAZARD
5/3/2020 7:44:51 PM,4727 W LONGDALE DR,36.07753909,-86.74604526,ELECTRICAL HAZARD
5/3/2020 7:46:26 PM,MARITIME PORT / PRIESTSHORE BAY,36.05447920,-86.59784383,ELECTRICAL HAZARD
5/3/2020 7:47:37 PM,97 WHITE BRIDGE PKE,36.13100078,-86.85823222,ELECTRICAL HAZARD
5/3/2020 7:48:02 PM,15354 OLD HICKORY BLVD,36.04123746,-86.72854173,ELECTRICAL HAZARD
5/3/2020 7:48:02 PM,15354 OLD HICKORY BLVD,36.04123746,-86.72854173,ELECTRICAL HAZARD
5/3/2020 7:48:32 PM,3733 WHARTON DR,36.07533334,-86.69041280,ELECTRICAL HAZARD
5/3/2020 7:48:32 PM,1908 ELLIOTT AV,36.13275079,-86.78287243,ELECTRICAL HAZARD
5/3/2020 7:49:59 PM,1100 DR MARTIN L KING JR BLVD,36.16215548,-86.79102890,PULL STATION ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 7:50:31 PM,4932 CIMARRON WAY,36.05859639,-86.68887482,ELECTRICAL HAZARD
5/3/2020 7:51:51 PM,413 BARKLEY CT,36.03626483,-86.67887083,ELECTRICAL HAZARD
5/3/2020 7:52:38 PM,1374 RURAL HILL RD,36.05599085,-86.64984682,MVA INJURIES:
5/3/2020 7:52:55 PM,1617 LEBANON PKE,36.15065008,-86.71734718,NO DIFFICULTY BREATHING SWALLOWING MAY HAVE RASH OR ITCHING
5/3/2020 7:53:26 PM,233 HAYWOOD LN,36.06962156,-86.69793258,ELECTRICAL HAZARD
5/3/2020 7:54:08 PM,STRATFORD AV / SHELTON AV,36.21056965,-86.71908367,ELECTRICAL HAZARD
5/3/2020 7:54:15 PM,1111 BELL RD,36.04580804,-86.66314676,MAN DOWN: LIFE STATUS QUESTIONABLE
5/3/2020 7:54:26 PM,1104 CALDWELL LN,36.10665286,-86.79305694,ELECTRICAL HAZARD
5/3/2020 7:54:36 PM,3342 EZELL RD,36.07902402,-86.68942767,ELECTRICAL HAZARD
5/3/2020 7:56:58 PM,1036 NEW PROVIDENCE PASS,36.25840740,-86.68598453,PSYCHIATRIC UNKNOWN STATUS
5/3/2020 7:57:15 PM,1404 RAVENNA CT N,36.07988354,-86.59979387,ELECTRICAL HAZARD
5/3/2020 7:57:31 PM,455 SWISS AV,36.04185249,-86.71764579,ELECTRICAL HAZARD
5/3/2020 7:59:01 PM,357 GILLETTE RD,36.06112229,-86.70874366,ELECTRICAL HAZARD
5/3/2020 7:59:43 PM,61 EAST THOMPSON LN,36.11001758,-86.72511384,CLAMMY OR COLD SWEATS
5/3/2020 8:00:04 PM,487 ELLENWOOD DR,36.05803513,-86.73379115,ELECTRICAL HAZARD
5/3/2020 8:00:32 PM,3531 HUNTLAND DR,36.27471998,-86.84200841,DIFFICULTY SPEAKING BETWEEN BREATHS
5/3/2020 8:00:35 PM,6009 HAWKDALE DR,36.02902167,-86.71432842,ABNORMAL BREATHING
5/3/2020 8:02:45 PM,5017 MAYWOOD DR,36.07028667,-86.75739751,ELECTRICAL HAZARD
5/3/2020 8:03:01 PM,250 NEW SAWYER BROWN RD,36.08636087,-86.94162266,ELECTRICAL HAZARD
5/3/2020 8:03:38 PM,520 CROLEY DR,36.15136541,-86.87269867,CONTINUOUS OR MULTIPLE SEIZURES
5/3/2020 8:03:47 PM,636 ROXANNE DR,36.04912618,-86.69072365,ELECTRICAL HAZARD
5/3/2020 8:04:51 PM,912 PERCY WARNER BLVD,36.08353624,-86.88386156,ELECTRICAL HAZARD
5/3/2020 8:07:54 PM,6048 ROBIN HILL RD,36.11306159,-86.87554271,ELECTRICAL HAZARD
5/3/2020 8:07:56 PM,48 TRIMBLE ST,36.14624407,-86.75967223,ELECTRICAL HAZARD
5/3/2020 8:08:05 PM,1025 BRET RIDGE DR,36.18645132,-86.60540133,ELECTRICAL HAZARD
5/3/2020 8:08:07 PM,2723 ANDERSON RD,36.07431790,-86.63345587,ELECTRICAL HAZARD
5/3/2020 8:09:09 PM,810 BELLEVUE RD,36.07184228,-86.94056055,CHEST PAIN - NOT ALERT
5/3/2020 8:10:10 PM,310 PRINCE AV,36.20615415,-86.76172448,ELECTRICAL HAZARD
5/3/2020 8:10:23 PM,108 ORIEL AV,36.12228781,-86.74119035,ELECTRICAL HAZARD
5/3/2020 8:12:15 PM,5044 MARC DR,36.02722712,-86.73834930,ELECTRICAL HAZARD
5/3/2020 8:13:31 PM,3741 ASHEFORD TRC,36.04279994,-86.62448385,ELECTRICAL HAZARD
5/3/2020 8:13:32 PM,7245 GREEN MEADOWS LN,36.06791495,-86.93687573,CITIZEN ASSIST  NON MEDICAL
5/3/2020 8:13:56 PM,840 MERIDIAN ST,36.18655994,-86.76845142,CHEST PAIN - BREATHING NORMALLY <35 YEARS
5/3/2020 8:13:56 PM,FRANKLIN PKE / FARRELL RD,36.07183463,-86.77407855,ELECTRICAL HAZARD
5/3/2020 8:14:52 PM,5836 ROBERT E LEE DR,36.06565888,-86.82678817,ELECTRICAL HAZARD
5/3/2020 8:15:24 PM,3933 KEELEY DR,36.06632986,-86.69724832,INEFFECTIVE BREATHING
5/3/2020 8:15:34 PM,832 WEDGEWOOD AV,36.13474976,-86.78168501,UNWELL / ILL
5/3/2020 8:16:00 PM,3800 SAM BONEY DR,36.08995536,-86.72827512,DIFFICULTY SPEAKING BETWEEN BREATHS
5/3/2020 8:16:24 PM,404 HUNTERS PATH CT,36.18885847,-86.60631122,INEFFECTIVE BREATHING COPD
5/3/2020 8:18:16 PM,805 CAINBROOK CT,36.04260162,-86.62899206,ELECTRICAL HAZARD
5/3/2020 8:18:32 PM,3809 CHAMBERS DR,36.07041680,-86.70777658,ELECTRICAL HAZARD
5/3/2020 8:18:38 PM,3868 CENTRAL PKE ,36.17396057,-86.60850049,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 8:19:22 PM,OLD HICKORY BLVD / ANDREW JACKSON PKWY,36.18366039,-86.61066797,ELECTRICAL HAZARD
5/3/2020 8:20:52 PM,2306 ST LOUIS ST,36.18147854,-86.81519557,ELECTRICAL HAZARD
5/3/2020 8:22:38 PM,3044 BLUFFHOLLOW GAP,36.02934787,-86.67681432,POSSIBLY DANGEROUS BODY AREA STILL ON THE GROUND
5/3/2020 8:23:22 PM,990 GREERLAND DR,36.10075419,-86.78994691,OUTSIDE FIRE INVESTIGATION
5/3/2020 8:23:28 PM,6202 CHARLOTTE PKE,36.14724667,-86.86950535,ELECTRICAL HAZARD
5/3/2020 8:25:15 PM,499 SWISS AV,36.03824013,-86.71891730,DIFFICULTY SPEAKING BETWEEN BREATHS COPD
5/3/2020 8:25:48 PM,709 5TH AV S,36.15205545,-86.77310430,SICK PERSON UNKNOWN STATUS
5/3/2020 8:25:59 PM,2704 GLENOAKS DR,36.19023084,-86.67105011,SMOKE DETECTOR ALARM HOUSE
5/3/2020 8:26:48 PM,1 BUCKLAND ABBEY,36.09231502,-86.83852696,RESIDENTIAL FIRE
5/3/2020 8:27:19 PM,4806 TROUSDALE DR,36.07659120,-86.75849485,OUTSIDE RESIDENTIAL LINE   ODOR WITH MULT PATIENTS
5/3/2020 8:27:19 PM,4806 TROUSDALE DR,36.07659120,-86.75849485,OUTSIDE RESIDENTIAL LINE   ODOR WITH MULT PATIENTS
5/3/2020 8:27:28 PM,2846 SUGARTREE RD,36.11004198,-86.82540723,ELECTRICAL HAZARD
5/3/2020 8:27:38 PM,506 GARFIELD ST,36.18218110,-86.79304489,SMALL BUILDING INVESTIGATION
5/3/2020 8:28:06 PM,LAFAYETTE ST / CLAIBORNE ST,36.14840758,-86.76119338,HIGH MECHANISM: AUTO VS PEDESTRIAN
5/3/2020 8:29:45 PM,1612 ELM HILL PKE ,36.14538781,-86.71607231,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 8:32:26 PM,1003 HICKORY HILL LN ,36.18873495,-86.63039336,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 8:32:56 PM,4805 AARON DR,36.03471458,-86.67951132,OVERDOSE ABNORMAL BREATHING - ACCIDENTAL
5/3/2020 8:33:41 PM,OLD HICKORY BLVD / JUAREZ DR,36.19232954,-86.61630115,UNKNOWN STATUS:
5/3/2020 8:34:23 PM,1905 PAMELA DR,36.14041677,-86.70470378,ELECTRICAL HAZARD
5/3/2020 8:34:52 PM,749 DARDEN PL,36.12583011,-86.87961125,ELECTRICAL HAZARD
5/3/2020 8:36:25 PM,EDMONDSON PKE / NOLENSVILLE PKE,36.07710411,-86.72556570,SEIZURE: EFFECTIVE BREATHING NOT VERIFIED <35
5/3/2020 8:37:03 PM,4301 ESTESWOOD DR,36.09950275,-86.84146648,ELECTRICAL HAZARD
5/3/2020 8:40:01 PM,87 ELBERTA ST,36.11783003,-86.74043220,ELECTRICAL HAZARD
5/3/2020 8:40:16 PM,I24 W / BELL RD,36.04537322,-86.65885054,UNKNOWN STATUS:
5/3/2020 8:40:46 PM,1211 MEDICAL CENTER DR ,36.14240652,-86.80159753,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
5/3/2020 8:40:48 PM,326 PARAGON MILLS RD,36.08833227,-86.71625782,ELECTRICAL HAZARD
5/3/2020 8:40:51 PM,2513 DAVID DR,36.16112669,-86.67261519,ELECTRICAL HAZARD
5/3/2020 8:41:39 PM,309 LUNA DR,36.08027146,-86.69273336,ELECTRICAL HAZARD
5/3/2020 8:42:53 PM,115 GLEN COVE TRL,36.16237045,-86.59325168,ELECTRICAL HAZARD
5/3/2020 8:43:15 PM,920 S DOUGLAS AV,36.13044871,-86.78338777,ELECTRICAL HAZARD
