Textbox12
From: 3/3/2020 12:30:00 AM  To:  3/3/2020 5:00:00 AM

IncidentDate,Location,Latitude1,Longitude1,IncidentTypeDescription1
3/3/2020 3:19:03 AM,3881 STEWARTS LN,36.19320795,-86.86083022,CHEST PAIN - CLAMMY OR COLD SWEATS
3/3/2020 3:21:05 AM,1407 10TH AV N,36.17534917,-86.79664181,OUTSIDE ODOR
3/3/2020 3:22:28 AM,431 LARKIN SPRINGS RD,36.25465949,-86.68526864,HIGH LIFE HAZARD NATURAL GAS LEAK
3/3/2020 3:22:38 AM,317 E MARTHONA RD,36.26027928,-86.72741526,ELECTRICAL HAZARD WITH OR NEAR WATER
3/3/2020 3:22:38 AM,2901 JOHN A MERRITT BLVD,36.16743488,-86.82192079,ESCALATOR ELEVATOR INVESTIGATION
3/3/2020 3:23:27 AM,700 GALLATIN AV,36.18387601,-86.74896049,CITIZEN ASSIST UNKNOWN SITUATION
3/3/2020 3:33:53 AM,2311 WEONA DR,36.17762100,-86.68658169,WIRES DOWN WITH NO SMOKE OR ARCING
3/3/2020 3:35:24 AM,171 N 6TH ST,36.17537296,-86.76355025,OUTSIDE ODOR
3/3/2020 3:36:15 AM,1711 KNOWLES ST,36.17257464,-86.80603208,CITIZEN ASSIST  NON MEDICAL
3/3/2020 3:40:25 AM,535 MAIN ST,36.17441091,-86.76334148,OUTSIDE ODOR
3/3/2020 3:40:25 AM,535 MAIN ST,36.17441091,-86.76334148,OUTSIDE ODOR
3/3/2020 3:45:22 AM,4347 LEBANON PKE,36.20646394,-86.61096226,POSSIBLY DANGEROUS BODY AREA STILL ON THE GROUND
3/3/2020 3:47:15 AM,299 COWAN ST,36.17593530,-86.77716624,OUTSIDE NATURAL GAS ODOR COMMERCIAL LINE TANK GREATER5 GALLO
3/3/2020 3:47:46 AM,185 2ND AV N,36.16405195,-86.77692248,SICK PERSON UNKNOWN STATUS
3/3/2020 3:49:16 AM,315 4TH AV N,36.16521370,-86.78045449,ELEVATOR MALFUNCTION   OCCUPANTS INSIDE
3/3/2020 3:52:00 AM,223 STONERS GLEN CT,36.19562002,-86.60061991,CITIZEN ASSIST  NON MEDICAL
3/3/2020 3:53:18 AM,1161 TULIP GROVE RD,36.17769585,-86.59435046,UNCONFIRMED ENTRAPMENT SMALL BUILDING
3/3/2020 3:54:33 AM,431 LARKIN SPRINGS RD,36.25465949,-86.68526864,HIGH LIFE HAZARD   ODOR WITH PATIENT
3/3/2020 3:55:39 AM,1000 ST LUKE DR,36.08957276,-86.88852006,POSSIBLY DANGEROUS BODY AREA
3/3/2020 4:02:03 AM,800 COWAN ST ,36.18772401,-86.77784399,WATERFLOW ALARM COMMERCIAL COMMERCIAL   INDUSTRIAL BUILD
3/3/2020 4:05:54 AM,3027 FERNBROOK LN,36.18426062,-86.66805576,POSSIBLY DANGEROUS BODY AREA
3/3/2020 4:06:14 AM,200 E WEBSTER ST,36.25107722,-86.71665675,CITIZEN ASSIST  NON MEDICAL
3/3/2020 4:09:11 AM,1600 6TH AV N,36.18017831,-86.79268387,CARBON MONOXIDE ALARM HOUSE
3/3/2020 4:10:40 AM,900 ROSA L PARKS BLVD,36.17021394,-86.78861045,OTHER PAIN
3/3/2020 4:16:53 AM,368 BRITISH WOODS DR,36.09295930,-86.65432195,DIFFICULTY SPEAKING BETWEEN BREATHS
3/3/2020 4:20:49 AM,1845 WELCOME LN,36.20054534,-86.71143626,POSSIBLY DANGEROUS BODY AREA STILL ON THE GROUND
3/3/2020 4:21:34 AM,115 LAURA AV,36.23459081,-86.63041193,DIFFICULTY SPEAKING BETWEEN BREATHS OTHER LUNG PROBLEMS
3/3/2020 4:23:50 AM,ELLINGTON PKWY S / SPRING ST,36.17603087,-86.76643432,ELECTRICAL INVESTIGATION UNKNOWN SITUATION
3/3/2020 4:26:08 AM,121 S 17TH ST,36.17494586,-86.73928948,SMOKE DETECTOR ALARM HOUSE
3/3/2020 4:26:40 AM,1824 UNDERWOOD ST,36.17330243,-86.81020022,SMALL BUILDING INVESTIGATION
3/3/2020 4:27:57 AM,200 ATHENS WAY ,36.19577205,-86.79925022,SMOKE DETECTOR ALARM COMMERCIAL   INDUSTRIAL BUILD
3/3/2020 4:30:49 AM,2322 SELMA AV,36.17571477,-86.68596479,ELECTRICAL HAZARD WITH OR NEAR WATER
3/3/2020 4:38:03 AM,1202 7TH AV N,36.17446506,-86.79044940,HOUSE NATURAL GAS LEAK
3/3/2020 4:38:24 AM,NEWHALL DR / BRITTANY DR,36.17619273,-86.72304195,ELECTRICAL HAZARD WITH OR NEAR WATER
3/3/2020 4:39:10 AM,856 BLOOMDALE TRC,36.18015223,-86.59921569,WATERFLOW ALARM HOUSE
3/3/2020 4:40:25 AM,1736 24TH AV N,36.17891719,-86.81540058,ELECTRICAL HAZARD WITH OR NEAR WATER
3/3/2020 4:43:33 AM,S 18TH ST / HOLLY ST,36.17512457,-86.73831863,UNKNOWN PROBLEM INVESTIGATION
3/3/2020 4:43:33 AM,S 18TH ST / HOLLY ST,36.17512457,-86.73831863,UNKNOWN PROBLEM INVESTIGATION
3/3/2020 4:43:51 AM,OLD HICKORY BLVD / LAWING DR,36.27503240,-86.76469505,HIGH MECHANISM: ROLLOVERS
3/3/2020 4:44:36 AM,713 RAMSEY ST ,36.17634023,-86.76064104,GENERAL ALARM COMMERCIAL   INDUSTRIAL BUILD
3/3/2020 4:44:59 AM,4215 HARDING PKE,36.12898301,-86.84092727,NOT DANGEROUS BODY AREA
3/3/2020 4:50:09 AM,LINCOYA DR / MERLYN LN,36.17673435,-86.67562033,ELECTRICAL HAZARD WITH OR NEAR WATER
3/3/2020 4:50:56 AM,609 MARGARET ROBERTSON DR,36.17888962,-86.59948500,LARGE BUILDING INVESTIGATION
3/3/2020 4:50:56 AM,609 MARGARET ROBERTSON DR,36.17888962,-86.59948500,LARGE BUILDING INVESTIGATION
3/3/2020 4:51:36 AM,821 RAMSEY ST,36.17713731,-86.75785757,ELECTRICAL HAZARD WITH OR NEAR WATER
3/3/2020 4:53:43 AM,1616 23RD AV N,36.17573935,-86.81317260,WIRES DOWN WITH NO SMOKE OR ARCING POWER DISCONNECTED
3/3/2020 4:56:56 AM,5610 OLD HICKORY BLVD,36.18048712,-86.60146627,LARGE BUILDING INVESTIGATION
3/3/2020 4:57:06 AM,2903 MORNINGSIDE DR,36.22355350,-86.75794880,CHEST PAIN - ABNORMAL BREATHING
3/3/2020 4:57:14 AM,1730 KELLOW ST,36.18944545,-86.81346598,ABNORMAL BREATHING OTHER LUNG PROBLEMS
3/3/2020 4:57:48 AM,I24 W / HICKORY HOLLOW PKWY,36.03971988,-86.64909858,UNKNOWN STATUS:

